id,model,year,transmission,manufacturer,vehicle_type,fuel,fuel_configuration,best_mpge
947,tribute hybrid,2010,auto,mazda,suv,hybrid electric,hybrid electric,34.0
12397,ioniq plug-in hybrid,2020,auto,hyundai,sedan/wagon,plug-in hybrid electric,hybrid electric,53.0
11766,ioniq,2017,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,55.0
174,crown victoria cng,2002,auto,ford,sedan/wagon,cng - compressed natural gas,dedicated,25.0
10018,tribute 4wd ffv,2011,auto,mazda,suv,ethanol (e85),flexible fuel,23.0
223,savana,2002,auto,quantum-procon,van,propane,dedicated,18.0
11572,fusion hybrid,2016,continuously variable,ford,sedan/wagon,hybrid electric,dedicated,44.0
10142,durango 4wd,2011,auto,dodge,suv,ethanol (e85),flexible fuel,22.0
13030,range rover velar p340 mhev,2022,auto,land rover,suv,hybrid electric,dedicated,26.0
11836,canyon 4wd,2018,auto,gmc,pickup,biodiesel (b20),dedicated,28.0
11537,explorer 2wd/awd,2016,auto,ford,suv,ethanol (e85),dedicated,24.0
12367,model s standard range,2020,auto,tesla,sedan/wagon,electric,dedicated,113.0
11373,gs 450h,2015,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,34.0
10574,yukon xl 2wd/ awd,2013,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
11344,i3,2015,auto,bmw,sedan/wagon,electric,dedicated,137.0
12820,niro touring,2022,auto,kia,sedan/wagon,hybrid electric,hybrid electric,46.0
12788,a5 sportback s line quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,31.0
12171,eq fortwo coupe,2019,auto,smart,sedan/wagon,electric,dedicated,124.0
13091,c 300,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,35.0
11205,"armada, 2wd/4wd",2014,auto,nissan,suv,ethanol (e85),flexible fuel,19.0
12635,f-150 4wd ffv,2021,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
12621,yukon xl 2wd,2021,auto,gmc,suv,biodiesel (b20),dedicated,27.0
10315,mkz hybrid,2012,continuously variable,lincoln,sedan/wagon,hybrid electric,hybrid electric,41.0
849,caravan ffv,2009,auto,dodge,van,ethanol (e85),flexible fuel,24.0
709,aspen ffv,2007,auto,chrysler,suv,ethanol (e85),flexible fuel,20.0
179,explorer ffv,2002,auto,ford,suv,ethanol (e85),flexible fuel,20.0
614,taurus ffv,1997,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,26.0
11532,grand caravan,2016,auto,dodge,van,ethanol (e85),dedicated,25.0
10465,a4,2013,auto,audi,sedan/wagon,ethanol (e85),flexible fuel,29.0
10042,equinox awd,2011,auto,chevrolet,suv,ethanol (e85),flexible fuel,22.0
11929,avalon hybrid,2018,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,40.0
12563,rs q8,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,19.0
11414,suburban 2wd/4wd,2015,auto,chevrolet,suv,ethanol (e85),flexible fuel,23.0
11918,niro,2018,auto,kia,sedan/wagon,hybrid electric,hybrid electric,51.0
10151,terrain awd,2011,auto,gmc,suv,ethanol (e85),flexible fuel,22.0
11961,model x awd - p100d,2018,auto,tesla,suv,electric,dedicated,89.0
12626,model 3 long range awd,2021,auto,tesla,sedan/wagon,electric,dedicated,141.0
12657,sienna,2021,auto,toyota,van,hybrid electric,hybrid electric,36.0
12602,a6 quattro,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,31.0
32,force lead acid,1999,single,solectria,sedan/wagon,electric,dedicated,34.0
12641,accord,2021,auto,honda,sedan/wagon,hybrid electric,hybrid electric,48.0
12373,model 3 long range awd,2020,auto,tesla,sedan/wagon,electric,dedicated,124.0
13053,mustang mach-e rwd,2022,auto,ford,suv,electric,dedicated,110.0
12634,f-150 2wd ffv,2021,auto,ford,pickup,ethanol (e85),flexible fuel,24.0
12389,escape awd hev,2020,auto,ford,sedan/wagon,hybrid electric,hybrid electric,43.0
38,econoline,1999,auto,ford,van,cng - compressed natural gas,dual/bi-fueled,17.0
11601,focus,2016,auto,ford,sedan/wagon,electric,dedicated,110.0
190,grand caravan ffv,2002,auto,dodge,van,ethanol (e85),flexible fuel,24.0
12283,wrangler unlimited 4x4,2020,auto,jeep,suv,hybrid electric,hybrid electric,22.0
12676,ioniq,2021,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,56.0
10401,e-150 / e-250,2012,auto,ford,van,ethanol (e85),flexible fuel,16.0
12997,silverado 4wd - mud terrain tires,2022,auto,chevrolet,pickup,ethanol (e85),flexible fuel,16.0
11539,f-150,2016,auto,ford,pickup,ethanol (e85),dedicated,25.0
216,express,2002,manual,chevrolet,van,cng - compressed natural gas,dual/bi-fueled,18.0
11880,taurus awd ffv,2018,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,24.0
11922,lc 500h,2018,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,35.0
12374,"model 3 long range performance awd (18"" wheels)",2020,auto,tesla,sedan/wagon,electric,dedicated,124.0
13029,wrangler 4dr 4x4,2022,auto,jeep,suv,hybrid electric,hybrid electric,24.0
598,town and country ffv,1999,auto,chrysler,van,ethanol (e85),flexible fuel,25.0
12630,clarity,2021,auto,honda,sedan/wagon,hydrogen fuel cell,dedicated,68.0
10548,prius,2013,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,51.0
274,e 250 van,2004,auto,ford,van,cng - compressed natural gas,dedicated,17.0
11150,200,2014,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,29.0
11365,accord hybrid,2015,continuously variable,honda,sedan/wagon,hybrid electric,hybrid electric,50.0
940,milan fwd ffv,2010,auto,mercury,sedan/wagon,ethanol (e85),flexible fuel,27.0
269,sport track ffv,2003,auto,ford,suv,ethanol (e85),flexible fuel,21.0
11390,jetta hybrid,2015,auto,volkswagen,sedan/wagon,hybrid electric,hybrid electric,48.0
12535,amg gls 63 4matic+,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,18.0
11361,activehybrid 7,2015,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,30.0
11860,suburban c1500 2wd,2018,auto,chevrolet,suv,ethanol (e85),flexible fuel,23.0
12677,ioniq blue,2021,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,60.0
12118,escape fwd ffv,2019,auto,ford,suv,ethanol (e85),flexible fuel,29.0
11892,cherokee 4wd,2018,auto,jeep,suv,ethanol (e85),flexible fuel,28.0
12962,taycan turbo,2022,auto,porsche,sedan/wagon,electric,dedicated,75.0
11633,fcv,2016,unknown,honda,sedan/wagon,hydrogen fuel cell,dedicated,60.0
490,civic gx,2007,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,40.0
12420,q5,2020,auto,audi,sedan/wagon,plug-in hybrid electric,unknown,29.0
11891,cherokee fwd,2018,auto,jeep,suv,ethanol (e85),flexible fuel,30.0
584,f-250,1999,auto,ford,pickup,cng - compressed natural gas,dedicated,16.0
484,yukon ffv,2006,auto,gmc,suv,ethanol (e85),flexible fuel,20.0
248,chevrolet cavalier,2004,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,33.0
12808,elantra hybrid,2022,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,52.0
11721,volt,2017,auto,chevrolet,sedan/wagon,plug-in hybrid electric,dedicated,106.0
11296,grand cherokee 2wd/4wd,2015,auto,jeep,suv,biodiesel (b20),dedicated,30.0
12166,niro plug-in hybrid,2019,auto,kia,sedan/wagon,plug-in hybrid electric,hybrid electric,48.0
10471,activehybrid 3,2013,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,33.0
11722,fusion energi plug in hybrid,2017,auto,ford,sedan/wagon,plug-in hybrid electric,dedicated,97.0
64,econoline e-250,2000,auto,ford,van,cng - compressed natural gas,dedicated,14.0
12536,avalon hybrid,2021,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,43.0
12046,yukon k1500 4wd,2019,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
10299,escape ffv,2012,auto,ford,suv,ethanol (e85),flexible fuel,23.0
12509,s7,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,28.0
12438,i3,2020,auto,bmw,sedan/wagon,electric,dedicated,124.0
12646,amg gt 43 4matic+,2021,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,25.0
12995,id.4 pro s awd ,2021,auto,volkswagen,suv,electric,dedicated,98.0
12753,m440i convertible,2021,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,31.0
314,c320 sport sedan ffv,2004,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,26.0
12286,nx 300h awd,2020,auto,lexus,suv,hybrid electric,hybrid electric,33.0
11942,ct6 plug-in,2018,auto,cadillac,sedan/wagon,plug-in hybrid electric,hybrid electric,62.0
10572,suburban 1500 2wd/ awd,2013,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
12760,model y standard range rwd,2021,auto,tesla,suv,electric,dedicated,140.0
12870,1500 hfe 4x2,2022,auto,ram,pickup,hybrid electric,hybrid electric,26.0
198,yukon ffv,2002,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
957,sebring,2010,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,26.0
11240,prius,2014,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,51.0
11154,"journey, fwd",2014,auto,dodge,suv,ethanol (e85),flexible fuel,25.0
12297,sierra 2wd,2020,auto,gmc,pickup,biodiesel (b20),dedicated,30.0
12620,yukon 2wd,2021,auto,gmc,suv,biodiesel (b20),dedicated,27.0
380,yukon ffv,2005,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
292,mountaineer ffv,2004,auto,mercury,suv,ethanol (e85),flexible fuel,21.0
12643,cr-v awd,2021,auto,honda,suv,hybrid electric,hybrid electric,40.0
10153,fusion fwd ffv,2011,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,28.0
12259,a6 quattro,2019,auto,audi,sedan/wagon,hybrid electric,hybrid electric,32.0
12428,highlander hybrid,2020,auto,toyota,suv,hybrid electric,hybrid electric,36.0
12826,range rover sport p400 mhev,2022,auto,land rover,suv,hybrid electric,dedicated,24.0
12327,avalon hybrid xle,2020,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,44.0
36,ranger ffv,1999,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
10501,explorer 2wd / awd,2013,auto,ford,suv,ethanol (e85),flexible fuel,24.0
648,taurus ffv,1993,auto,ford,sedan/wagon,methanol,flexible fuel,26.0
196,chevrolet cavalier,2002,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,29.0
11974,leaf,2018,auto,nissan,sedan/wagon,electric,hybrid electric,125.0
13022,c40 recharge twin,2022,auto,volvo,suv,electric,dedicated,94.0
11226,"q50s hybrid, fwd/awd",2014,auto,infiniti,sedan/wagon,hybrid electric,hybrid electric,34.0
11349,soul,2015,auto,kia,sedan/wagon,electric,dedicated,120.0
12445,leaf (62 kwh battery pack),2020,auto,nissan,sedan/wagon,electric,dedicated,118.0
12611,a7 quattro,2021,auto,audi,sedan/wagon,plug-in hybrid electric,unknown,34.0
10561,mv-1,2013,auto,vehicle production group,suv,cng - compressed natural gas,dedicated,16.0
13094,f150 lightning 4wd extended range,2022,auto,ford,pickup,electric,dedicated,78.0
12175,model x p100d,2019,auto,tesla,suv,electric,dedicated,89.0
12402,cayenne e-hybrid,2019,auto,porsche,suv,plug-in hybrid electric,hybrid electric,46.0
12041,suburban k1500 4wd,2019,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
11901,tundra 4wd ffv,2018,auto,toyota,pickup,ethanol (e85),flexible fuel,17.0
793,silverado ffv,2008,auto,chevrolet,pickup,ethanol (e85),flexible fuel,20.0
10374,altima hybrid,2012,auto,nissan,sedan/wagon,hybrid electric,hybrid electric,33.0
116,caravan ffv,2001,auto,dodge,van,ethanol (e85),flexible fuel,24.0
11941,x5 xdrive40e,2018,auto,bmw,suv,plug-in hybrid electric,hybrid electric,56.0
12319,amg cls53 4matic+,2020,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,27.0
13084,new range rover p400 lwb mhev,2022,auto,land rover,suv,hybrid electric,dedicated,26.0
12251,model 3 standard range plus,2019,auto,tesla,sedan/wagon,electric,dedicated,140.0
12983,ls 500h awd,2022,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,29.0
12193,prius eco,2019,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,58.0
812,grand cherokee ffv,2008,auto,jeep,suv,ethanol (e85),flexible fuel,19.0
701,altima,2007,continuously variable,nissan,sedan/wagon,hybrid electric,hybrid electric,41.0
12455,escape fwd phev,2020,auto,ford,suv,plug-in hybrid electric,hybrid electric,43.0
12618,suburban 2wd,2021,auto,chevrolet,suv,biodiesel (b20),dedicated,27.0
792,police tahoe ffv,2008,auto,chevrolet,suv,ethanol (e85),flexible fuel,20.0
12583,rx 450h awd,2021,auto,lexus,suv,hybrid electric,hybrid electric,31.0
12273,transit connect van ffv,2020,auto,ford,van,ethanol (e85),flexible fuel,27.0
11768,soul,2017,auto,kia,sedan/wagon,electric,dedicated,120.0
12946,lc 500h,2022,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,34.0
12358,f-150 2wd ffv,2020,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
12813,santa fe hybrid blue,2022,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,36.0
10546,model s,2013,auto,tesla,sedan/wagon,electric,dedicated,90.0
200,yukon xl ffv,2002,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
10497,focus,2013,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,38.0
11930,camry hybrid le,2018,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
13082,new range rover p360 lwb mhev,2022,auto,land rover,suv,hybrid electric,dedicated,26.0
11506,lacrosse fwd/awd,2016,auto,buick,sedan/wagon,ethanol (e85),dedicated,28.0
11358,q5 hybrid awd,2015,auto,audi,suv,hybrid electric,hybrid electric,30.0
10001,c300 4matic,2011,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,25.0
12627,model 3 performance awd,2021,auto,tesla,sedan/wagon,electric,dedicated,118.0
41,taurus ffv,1999,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,26.0
12976,explorer awd ffv,2022,auto,ford,suv,ethanol (e85),flexible fuel,24.0
12566,1500 2wd,2021,auto,ram,pickup,hybrid electric,hybrid electric,25.0
12483,cayenne turbo s e-hybrid coupe,2020,auto,porsche,suv,plug-in hybrid electric,hybrid electric,39.0
11407,silverado 1500 cab-chassis 2wd/4wd,2015,auto,chevrolet,vocational/cab chassis,ethanol (e85),flexible fuel,21.0
12336,fusion special service phev,2020,auto,ford,sedan/wagon,plug-in hybrid electric,hybrid electric,43.0
10283,300,2012,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,27.0
12733,cayenne turbo s e-hybrid coupe,2021,auto,porsche,suv,plug-in hybrid electric,hybrid electric,20.0
676,crown victoria ffv,2007,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,25.0
12130,a7 quattro,2019,auto,audi,sedan/wagon,hybrid electric,hybrid electric,29.0
12892,prius prime,2022,auto,toyota,sedan/wagon,plug-in hybrid electric,dedicated,55.0
11655,equinox awd,2017,auto,chevrolet,suv,ethanol (e85),flexible fuel,28.0
11793,q60 hybrid fwd,2017,auto,infiniti,suv,hybrid electric,hybrid electric,27.0
10581,silverado c / k 1500,2013,auto,chevrolet,pickup,ethanol (e85),flexible fuel,18.0
11803,rogue fwd hybrid,2017,auto,nissan,suv,hybrid electric,hybrid electric,35.0
11827,colorado 4wd,2018,auto,chevrolet,pickup,biodiesel (b20),dedicated,28.0
563,chevrolet cavalier,2003,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,33.0
11264,fit,2014,auto,honda,sedan/wagon,electric,dedicated,132.0
11233,mkz,2014,continuously variable,lincoln,sedan/wagon,hybrid electric,hybrid electric,45.0
10180,silverado 1500 2wd,2011,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
11395,allroad quattro,2015,auto,audi,sedan/wagon,ethanol (e85),flexible fuel,28.0
11347,focus,2015,auto,ford,sedan/wagon,electric,dedicated,110.0
637,f-150,1995,unknown,ford,pickup,cng - compressed natural gas,dual/bi-fueled,18.0
11458,range rover sport,2015,auto,land rover,suv,ethanol (e85),flexible fuel,19.0
12827,corolla hybrid,2022,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
12001,panamera turbo s e-hybrid st,2018,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,49.0
12451,taycan 4s perf battery plus,2020,auto,porsche,sedan/wagon,electric,dedicated,69.0
11686,gle350 4matic,2017,auto,mercedes-benz,suv,ethanol (e85),flexible fuel,22.0
678,f-150 ffv,2007,auto,ford,pickup,ethanol (e85),flexible fuel,19.0
12568,1500 4wd,2021,auto,ram,pickup,hybrid electric,hybrid electric,24.0
391,civic gx,2005,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,38.0
293,insight,2003,manual,honda,sedan/wagon,hybrid electric,hybrid electric,68.0
864,escape hybrid,2009,auto,ford,suv,hybrid electric,hybrid electric,34.0
12558,q7,2021,auto,audi,suv,hybrid electric,hybrid electric,23.0
12100,i3,2019,auto,bmw,sedan/wagon,electric,dedicated,124.0
12071,s90 awd,2019,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,33.0
12379,a6 allroad,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,26.0
11278,c-max energi,2014,continuously variable,ford,sedan/wagon,plug-in hybrid electric,hybrid electric,100.0
12874,1500 4x4,2022,auto,ram,pickup,hybrid electric,hybrid electric,24.0
11825,xf awd,2018,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,40.0
12728,ls 500h awd,2021,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,29.0
11185,"sierra 1500, 2wd/4wd",2014,auto,gmc,pickup,ethanol (e85),flexible fuel,23.0
11843,clarity,2017,auto,honda,sedan/wagon,electric,dedicated,126.0
388,prius hybrid,2005,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,60.0
12759,taycan turbo,2021,auto,porsche,sedan/wagon,electric,dedicated,75.0
11197,range rover,2014,auto,land rover,suv,ethanol (e85),flexible fuel,19.0
12934,e 450 4matic,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
12679,gle 580 4matic,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,22.0
11834,equinox awd,2018,auto,chevrolet,suv,biodiesel (b20),dedicated,38.0
12334,530e xdrive,2020,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,29.0
10306,e-150 / e-250,2012,auto,ford,van,ethanol (e85),flexible fuel,17.0
379,taurus wagon ffv,2005,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,25.0
11144,"captiva, fwd/awd",2014,auto,chevrolet,suv,ethanol (e85),flexible fuel,28.0
12425,sonata hybrid,2020,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,51.0
12282,insight touring,2020,auto,honda,sedan/wagon,hybrid electric,hybrid electric,51.0
10087,dakota 2wd,2011,auto,dodge,pickup,ethanol (e85),flexible fuel,19.0
10053,gs 450h,2011,unknown,lexus,sedan/wagon,hybrid electric,hybrid electric,25.0
12083,optima hybrid,2019,auto,kia,sedan/wagon,hybrid electric,hybrid electric,45.0
11952,s90 awd,2018,auto,volvo,sedan/wagon,plug-in hybrid electric,hybrid electric,71.0
12448,i3s with range extender,2020,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,31.0
12722,530e,2021,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,29.0
11571,c-max hybrid,2016,continuously variable,ford,sedan/wagon,hybrid electric,dedicated,42.0
12064,1500 classic 2wd,2019,auto,ram,pickup,ethanol (e85),flexible fuel,25.0
11764,canyon 4wd,2017,auto,gmc,pickup,biodiesel (b20),dedicated,28.0
12824,discovery mhev,2022,auto,land rover,suv,hybrid electric,dedicated,24.0
485,accord,2006,unknown,honda,sedan/wagon,hybrid electric,hybrid electric,38.0
12442,x3 xdrive30e,2020,auto,bmw,suv,plug-in hybrid electric,hybrid electric,27.0
11353,fortwo,2015,auto,smart,sedan/wagon,electric,dedicated,122.0
11231,es 300h,2014,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,40.0
820,civic hybrid sedan,2008,continuously variable,honda,sedan/wagon,hybrid electric,hybrid electric,45.0
13060,mustang mach-e awd extended,2022,auto,ford,suv,electric,dedicated,97.0
12767,panamera 4 e-hybrid st,2021,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,24.0
11434,durango rwd/awd,2015,auto,dodge,suv,ethanol (e85),flexible fuel,25.0
11913,ioniq,2018,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,55.0
11623,s550e plug-in hybrid,2016,auto,mercedes-benz,sedan/wagon,plug-in hybrid electric,hybrid electric,58.0
946,escalade hybrid,2010,auto,cadillac,suv,hybrid electric,hybrid electric,22.0
12851,colorado zr2 4wd,2022,auto,chevrolet,pickup,biodiesel (b20),dedicated,22.0
12326,avalon hybrid,2020,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,43.0
11146,"express 1500, 2wd/awd",2014,auto,chevrolet,van,ethanol (e85),flexible fuel,18.0
11694,malibu hybrid,2017,auto,chevrolet,sedan/wagon,hybrid electric,hybrid electric,49.0
12792,s6,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,28.0
12470,transit t150 passenger van 2wd ffv,2020,auto,ford,passenger van/shuttle bus,ethanol (e85),flexible fuel,19.0
461,durango ffv,2006,auto,dodge,suv,ethanol (e85),flexible fuel,15.0
10350,sierra 1500 hybrid,2012,auto,gmc,pickup,hybrid electric,hybrid electric,23.0
399,tahoe ffv,2005,auto,chevrolet,suv,ethanol (e85),flexible fuel,19.0
12960,taycan 4s perf battery,2022,auto,porsche,sedan/wagon,electric,dedicated,80.0
11767,ioniq blue,2017,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,59.0
12191,prius,2019,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,54.0
12857,m440i xdrive convertible,2022,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,31.0
11718,i3 rex,2017,auto,bmw,sedan/wagon,plug-in hybrid electric,dedicated,111.0
175,f-150 cng bi-fuel,2002,auto,ford,pickup,cng - compressed natural gas,dual/bi-fueled,15.0
12888,tucson plug-in hybrid,2022,auto,hyundai,suv,plug-in hybrid electric,hybrid electric,35.0
933,gs 450h,2009,unknown,lexus,sedan/wagon,hybrid electric,hybrid electric,25.0
15,f-150,1998,unknown,ford,pickup,propane,dual/bi-fueled,18.0
12377,nsx,2020,auto,acura,sedan/wagon,hybrid electric,hybrid electric,22.0
11737,f-pace,2017,auto,jaguar,suv,biodiesel (b20),dedicated,33.0
569,sierra ffv,2003,auto,gmc,pickup,ethanol (e85),flexible fuel,19.0
12502,canyon 2wd,2021,auto,gmc,pickup,biodiesel (b20),dedicated,30.0
12762,transit connect wagon lwb ffv,2021,auto,ford,passenger van/shuttle bus,ethanol (e85),flexible fuel,29.0
839,crown victoria police ffv,2008,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,23.0
12776,"model s plaid (21"" wheels)",2021,auto,tesla,sedan/wagon,electric,dedicated,102.0
12079,explorer awd ffv,2019,auto,ford,suv,ethanol (e85),flexible fuel,22.0
883,vue green line,2009,auto,saturn,suv,hybrid electric,hybrid electric,32.0
10336,malibu,2012,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,33.0
12975,f-150 2wd ffv,2022,auto,ford,pickup,ethanol (e85),flexible fuel,24.0
11997,cayenne s e-hybrid,2018,auto,porsche,suv,plug-in hybrid electric,hybrid electric,47.0
12383,a7 quattro,2020,auto,audi,sedan/wagon,hybrid electric,hybrid electric,29.0
11131,"escalade, 2wd/4wd",2014,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
12688,mirai xle,2021,auto,toyota,sedan/wagon,hydrogen fuel cell,dedicated,74.0
11742,colorado 2wd,2017,auto,chevrolet,pickup,biodiesel (b20),dedicated,30.0
834,c300 sport sedan ffv,2008,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,25.0
707,grand cherokee ffv,2007,auto,jeep,suv,ethanol (e85),flexible fuel,20.0
11940,740e xdrive,2018,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,64.0
561,express van,2003,auto,chevrolet,van,cng - compressed natural gas,dual/bi-fueled,20.0
11640,ioniq,2017,auto,hyundai,sedan/wagon,electric,dedicated,150.0
321,civic gx,2004,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,34.0
12047,yukon k1500 xl 4wd,2019,auto,gmc,suv,ethanol (e85),flexible fuel,21.0
12909,silverado 2wd,2022,auto,chevrolet,pickup,biodiesel (b20),dedicated,31.0
10567,equinox fwd / awd,2013,auto,chevrolet,suv,ethanol (e85),flexible fuel,32.0
12537,avalon hybrid xle,2021,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,44.0
12126,tundra 4wd ffv,2019,auto,toyota,pickup,ethanol (e85),flexible fuel,17.0
13059,mustang mach-e awd,2022,auto,ford,suv,electric,dedicated,98.0
12406,gle 580 4matic,2020,auto,mercedes-benz,suv,hybrid electric,hybrid electric,21.0
11689,1500 4wd,2017,auto,ram,pickup,ethanol (e85),flexible fuel,23.0
10003,impala ls,2011,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,29.0
11402,sierra 1500 2wd/4wd,2015,auto,gmc,pickup,ethanol (e85),flexible fuel,24.0
12267,i-pace,2020,auto,jaguar,suv,electric,dedicated,80.0
12271,tahoe c1500 2wd,2020,auto,chevrolet,suv,ethanol (e85),flexible fuel,22.0
11635,mirai,2016,continuously variable,toyota,sedan/wagon,hydrogen fuel cell,dedicated,66.0
12116,f-150 4wd ffv,2019,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
12730,i3s with range extender,2021,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,31.0
12172,eq fortwo convertible,2019,auto,smart,sedan/wagon,electric,dedicated,112.0
11354,model s,2015,auto,tesla,sedan/wagon,electric,dedicated,97.0
941,altima,2010,auto,nissan,sedan/wagon,hybrid electric,hybrid electric,35.0
12681,gls 600 4matic maybach,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,19.0
11879,taurus fwd ffv,2018,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,27.0
368,c320 sport sedan ffv,2005,auto,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,26.0
12603,q5,2021,auto,audi,suv,hybrid electric,hybrid electric,28.0
11227,optima,2014,auto,kia,sedan/wagon,hybrid electric,hybrid electric,40.0
12422,range rover sport phev,2020,auto,land rover,suv,plug-in hybrid electric,unknown,21.0
12774,model s long range,2021,auto,tesla,sedan/wagon,electric,dedicated,124.0
4,chevrolet cavalier,1998,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,26.0
12543,venza awd,2021,auto,toyota,suv,hybrid electric,hybrid electric,40.0
10352,terrain 2.4l ffv,2012,auto,gmc,suv,ethanol (e85),flexible fuel,32.0
10289,durango 2wd/4wd,2012,auto,dodge,suv,ethanol (e85),flexible fuel,23.0
11574,sonata,2016,auto,hyundai,sedan/wagon,hybrid electric,dedicated,43.0
12400,revero,2019,auto,karma,sedan/wagon,plug-in hybrid electric,hybrid electric,60.0
10120,200,2011,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,29.0
11343,prius plug-in,2015,continuously variable,toyota,sedan/wagon,plug-in hybrid electric,hybrid electric,95.0
